path	bytes	LF	CR	final_LF	mode	SHA256	type	status
v16_public_gate_execution_continuation_carrier_v3_transformer_preparation_inactive_authority.txt	8624	1	0	true	644	cc9a98ba81bbb7e170b4e9b8dfb3d8ffa13960e9c0809cc7ea7c914d0b28777d	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_preparation_inactive_authority_v10.txt	16417	1	0	true	644	13da91929ed65527dcd870e28914f3dad547271dc01c697efbd814b7b04b3b2b	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_preparation_inactive_authority_v2.txt	10015	1	0	true	644	eeb7f56de0539a34a17d00c3240168e1eb33ff4c42ce680b317f27cf834436fc	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_preparation_inactive_authority_v3.txt	10589	1	0	true	644	7488b21fa1703ab9e01cc39dad2ca5f753add38c8f1ce02f2fd5db199dd2750f	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_preparation_inactive_authority_v4.txt	11473	1	0	true	644	68cf0a018995bd7dc53cd6c1bc45147501f8db6ee3c7d765babd38cca3ea0c0e	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_preparation_inactive_authority_v5.txt	11239	1	0	true	644	7fa080d55d265057fa6cf674067bfbe73254fa74642141ca24f8979040574f3e	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_preparation_inactive_authority_v6.txt	11990	1	0	true	644	6fb06387e4498b81cec2f8b60bc64ff5edff3316d2fc0a5b5da08275d2707a32	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_preparation_inactive_authority_v7.txt	12880	1	0	true	644	cc00c5cc0a4eadba19a55f7cedefc64ce387ab395da13631b9174f03b37e1b6b	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_preparation_inactive_authority_v8.txt	13696	1	0	true	644	7c0d6306eee3181c3c203d02d0c976c4df8e332a938a94649629d2e0a4847cd5	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_preparation_inactive_authority_v9.txt	15412	1	0	true	644	3c4cda6daefebe4b10c8b4286a7cc54e2732bfc5af6341c3ff866fd8d74c822b	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_bounded_preparation_inactive_authority_v16.txt	12115	1	0	true	644	de475ec19d6c0fc675a126944f36ea4cf52c9226610d005f35972836988b7a64	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_bounded_preparation_inactive_authority_v17.txt	15567	1	0	true	644	3caff77c5acdcaceaaaf1fb8bb94be625df9119a7d78310f40c644f6d375edcf	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_bounded_preparation_inactive_authority_v18.txt	13603	1	0	true	644	487532ec381953490f363a52e04382746e22e3db8c1507faa6edb958228b6478	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_bounded_preparation_inactive_authority_v19.txt	10269	1	0	true	644	a8e1b8739ee8afaa4bd084bd22e5e25b3cb3238d91f5a3f7a19115ae7696311e	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_bounded_preparation_inactive_authority_v20.txt	11455	1	0	true	644	73b20addb51649e8808e2b79d1b6062574bde3fdfb500975263b5008725a4a8d	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_bounded_preparation_inactive_authority_v21.txt	9886	1	0	true	644	4c14555358123df348a304f3b78645fc1daa2002c717c65a8fc838fa156ffa84	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_bounded_preparation_inactive_authority_v22.txt	10006	1	0	true	644	b41b586962d72e9b9e5c8ba924967ab039393f7cfe6bb4f700d6fefeaff1ea54	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_bounded_preparation_inactive_authority_v23.txt	10331	1	0	true	644	f1cfe7cec543d464e73daf0012c24aa2d1c2691e14dbc7aef6a7d0ffbf45a12b	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_v1.js	20806	552	0	true	644	17cfbd29782f28d441f11c25b667773e5fa73270ae220e5490b6c63f757f2950	javascript_orchestrator	FROZEN_INVALID_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_v2.js	23623	567	0	true	644	3b6533b9276190a3fb5bd92c7af1003d078dfff252f4941c4a677c6d7197a89a	javascript_orchestrator	FROZEN_INVALID_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_v2_static_review_correction_bounded_preparation_inactive_authority_v24.txt	8810	1	0	true	644	4109e402587424e79fa65279a24c726e8e8c721811e540dc76d61d8d700c5163	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_v2_static_review_correction_bounded_preparation_inactive_authority_v25.txt	10087	1	0	true	644	9916df265513f25f53f8e3fecccab35eb9aecb38df295a9aba9a2879f50696b5	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_v2_static_review_correction_bounded_preparation_inactive_authority_v26.txt	11186	1	0	true	644	f7ca6ee4d9864d1f95ca11fa08ff580d244a4b9f85167896d8a850e00e7ea95a	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_v2_static_review_correction_bounded_preparation_inactive_authority_v27.txt	12126	1	0	true	644	6ba7c0ab4e1f3d64384471910abfc6e23cb07b25867c3bcc3fb838f4efbb0a88	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_preparation_orchestrator_v3.js	24541	568	0	true	644	734106bd36bef574ad9c30fea213211a663834e7487a2f867dd3e3ea84471ff0	javascript_orchestrator	FROZEN_INVALID_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_transport_provenance_correction_bounded_preparation_inactive_authority_v11.txt	9540	1	0	true	644	a7a0affd00ad9ccde93e1802bfd71085cb26207026e648ac51faea2d0729c73c	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_transport_provenance_correction_bounded_preparation_inactive_authority_v12.txt	11286	1	0	true	644	6fc63ad2cab419b5c31175a2cc54eea011c263f87b08afb121049196600f5499	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_transport_provenance_correction_bounded_preparation_inactive_authority_v13.txt	13226	1	0	true	644	f4c5dfe5501f01740173d0e8798247577b516d736bc020dd5a1fbd451199fdd3	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_transport_provenance_correction_bounded_preparation_inactive_authority_v14.txt	14435	1	0	true	644	f491bbdc48f5ff434b879439df1986d5dfcfd26d7017fffbb73c3695a7a46b58	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_carrier_v3_transformer_v4_transport_provenance_correction_bounded_preparation_inactive_authority_v15.txt	12497	1	0	true	644	fe3330ca85502ca98e605905eba9d4ee573b69ea789b16e90e239a5889e1c4ef	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_inactive_authority.txt	14411	1	0	true	644	d63ed2eaccbfaad5e94ce092646d4c607fd17f216c01d56c89d68ba86c9698f0	authority_or_candidate_text	FROZEN_HISTORICAL_NONCREDIT
v16_public_gate_execution_continuation_inactive_authority_v2.txt	20662	1	0	true	644	0c86891396efe72c214cc767a001f19ba83c2c1b5e4f1105c8df2035daeaaf19	carrier_contract	FROZEN_BASE_CONTRACT_NONCREDIT
