path	bytes	LF	CR	final_LF	mode	SHA256	type	status
v16_standalone_preparation_noninteractive_inspector_generator_v2.js	60190	1583	0	true	644	db7c36351070487d98c34d6d34710f25ce010bb54f33d744102e00f5fcf5fc31	inspector_v2	FROZEN_PUBLISHED_QA_PENDING_NONEXECUTED
v16_standalone_preparation_inspector_v2_synthetic_harness_v1.js	8962	212	0	true	644	6950bf08242c42d96e2bab53d3dca845cec2b261298e2268cce6a52ffd9734ad	synthetic_harness	FROZEN_PUBLISHED_QA_PENDING
v16_standalone_preparation_inspector_v2_implementation_freeze_receipt_v1.md	3608	48	0	true	644	eb862bdb03dd64e8765721af30261290f158a244290766d584b461548657bf06	implementation_freeze_receipt	IMMUTABLE_PUBLISHED
stage_a_inspector_v2_direct_gate_publication_receipt_v1.md	4382	53	0	true	644	b849aba14267f1e4ebb24f142d9e3dfb8ff07f6a31ebd55f4fd76c805be9272e	stage_a_receipt	STAGE_A_ADD6_PUBLISHED_QA_PENDING
Handoff.md	15227	234	0	true	644	3196340e0c2f5ab1aebf8f7de74e5925b93b3ddc9efb8465787ef10868a84929	handoff	INSPECTOR_V2_STAGE_A_PUBLISHED_QA_PENDING
v16_inspector_v2_direct_gate_closure_stop_receipt_v1.md	3705	34	0	true	644	1ec8960a9b6c0ce54a5d98a5d2c3a2ee76b23639ddad63a6f0723becb5f690a6	stop_receipt	CLOSED_CONSUMED_STAGE_A_PUBLICATION_MISMATCH_STOP_DURABILITY_INCOMPLETE
Handoff.md	16855	252	0	true	644	6c1b0127f575075d9ae91722fea21f1c5df200554aa6e78bacb6fb9b2fc7975f	handoff	STAGE_A_PUBLICATION_MISMATCH_STOP_RECOVERY_AUTHORITY_REQUIRED
preexecution_inspector_review_receipt_v3.md	8155	104	0	true	644	3faeb2ac5a7de87b2a6e2472064935fe6e0985e332286fa20349380388686afa	review_receipt	CLOSED_CONSUMED_STOP_PREEXEC_STATIC_REVIEW_INCOMPLETE
Handoff.md	20240	282	0	true	644	95af7969a927d7c21e0dfb149acf4cc6fc468bb732583fc587d5c49871b4cbfb	handoff	CLOSED_CONSUMED_STOP_INSPECTOR_V2_GATE_OPEN
v16_cycle001_inspector_v2_preimport_scanner_cause_correction_and_gate_closure_authority_v2.txt	21773	51	0	true	644	415eefed6f720330e7fc776e807f75b283f80a9df652ab764690bc2a947cf837	authority_text	CLOSED_CONSUMED_STOP_PROHIBITED_TECHNICAL_SOURCE_REREAD_AND_PREMATURE_REVIEW_SOURCE_READ_COCOLON_ENTRY_4BCF723A6AA0DCA299646FE44D8B13B138B86943_TREE_D80E5E878349AB111E6D9706FB8E085030376926_MASHOS_API_65284FEF36936D7091262E758E0CC9282909601B_TREE_D951A520B7686C5BD59FBA22F7DD759A0E077981_WRITE0
v16_cycle001_inspector_v2_preimport_scanner_cause_correction_and_gate_closure_activation_receipt_v1.md	6599	94	0	true	644	46582e80b98cde23d89573609b828fb89ecf74af3f81d5b6c47a55f50ebe347b	lifecycle_receipt	APPROVED_ACTIVATED_CONSUMED_TECHNICAL_EFFECT0_AT_CHECKPOINT_COCOLON_ENTRY_4BCF723A6AA0DCA299646FE44D8B13B138B86943_TREE_D80E5E878349AB111E6D9706FB8E085030376926_MASHOS_API_65284FEF36936D7091262E758E0CC9282909601B_TREE_D951A520B7686C5BD59FBA22F7DD759A0E077981_WRITE0
inspector_v2_scanner_correction_gate_failure_receipt_v1.md	8910	96	0	true	644	b61d2267f5d8c4f7da1434548165b0a07d95c0c213b5930e957aa86a745ab138	stop_receipt	CLOSED_CONSUMED_STOP_PROHIBITED_TECHNICAL_SOURCE_REREAD_AND_PREMATURE_REVIEW_SOURCE_READ_COCOLON_ENTRY_4BCF723A6AA0DCA299646FE44D8B13B138B86943_TREE_D80E5E878349AB111E6D9706FB8E085030376926_MASHOS_API_65284FEF36936D7091262E758E0CC9282909601B_TREE_D951A520B7686C5BD59FBA22F7DD759A0E077981_WRITE0
Handoff.md	26279	335	0	true	644	2e52a98c311451e5abfeda16460f34a03a5250538d6b2876dc8202a140aa818f	handoff	CLOSED_CONSUMED_STOP_INSPECTOR_V2_GATE_OPEN_PROGRESS0_OF_7_COCOLON_ENTRY_4BCF723A6AA0DCA299646FE44D8B13B138B86943_TREE_D80E5E878349AB111E6D9706FB8E085030376926_MASHOS_API_65284FEF36936D7091262E758E0CC9282909601B_TREE_D951A520B7686C5BD59FBA22F7DD759A0E077981_WRITE0
