"path","scope","change_type","kind","summary","claim_boundary","size_bytes_before","sha256_before","size_bytes_current","sha256_current"
"mashos-api/ai/tests/helpers/emlis_nls_v2_s2_development.py","NLS_V2","added_since_nls_step0_baseline","test_helper","baseline・Development・Holdout評価helper","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","10468","cf29cbebceea3c4489adc00bb7744aa0c29b43a1376cd9d5ce2809aa0f58f140"
"mashos-api/ai/tests/helpers/emlis_nls_v2_s6_s7_development.py","NLS_V2","added_since_nls_step0_baseline","test_helper","baseline・Development・Holdout評価helper","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","6778","18632c50b057b6340d54d94279e00302761cb32bb7bc0fcc7f0c168e8248c752"
"mashos-api/ai/tests/helpers/emlis_nls_v2_s8_s9_holdout.py","NLS_V2","added_since_nls_step0_baseline","test_helper","baseline・Development・Holdout評価helper","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","43835","b292122b3068a47a2601d79f5a8c01d993471e4f01d2a35451cf369e47ee178b"
"mashos-api/ai/tests/local_only/emlis_nls_v2_s1_visible_20260713.json","NLS_V2","added_since_nls_step0_baseline","local_only_body_full_artifact","baseline・Development・Holdoutのlocal-only body-full artifact","body-full local-only。前提本文・public metaへ内容を転記しない","","","68997","3d7cbb5487901027c83a9082bd10d872b87412cd50a6d94a14f6585c9cad199e"
"mashos-api/ai/tests/local_only/emlis_nls_v2_s2_development42_20260713.json","NLS_V2","added_since_nls_step0_baseline","local_only_body_full_artifact","baseline・Development・Holdoutのlocal-only body-full artifact","body-full local-only。前提本文・public metaへ内容を転記しない","","","40862","9e8e81b553b8f3d5d51e66c434350ebbc2fa134a813250dbb5bc5de251e6aa36"
"mashos-api/ai/tests/local_only/holdout/emlis_nls_v2_s2_holdout_a14_20260713.json","NLS_V2","added_since_nls_step0_baseline","local_only_body_full_artifact","baseline・Development・Holdoutのlocal-only body-full artifact","body-full local-only。前提本文・public metaへ内容を転記しない","","","14391","1e291bc8a57e346b755dcb6de2cb1751a312608eeb823d1988f366ce1d2767bb"
"mashos-api/ai/tests/local_only/holdout/emlis_nls_v2_s2_holdout_b14_20260713.json","NLS_V2","added_since_nls_step0_baseline","local_only_body_full_artifact","baseline・Development・Holdoutのlocal-only body-full artifact","body-full local-only。前提本文・public metaへ内容を転記しない","","","14541","18c05d940da4a1b644afddf140cf74dc04077b0eeb03c1fe48fd3e963161d171"
"mashos-api/ai/tests/test_emlis_nls_v2_all_steps_audit.py","NLS_V2","added_since_nls_step0_baseline","contract_or_audit_test","Step contract・停止・監査欠陥を検証","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","19935","5057fbcbd6592fec628c49e87ef26059181f8a5062ea2102d9f1dd37133f7dc7"
"mashos-api/ai/tests/test_emlis_nls_v2_s0_s1.py","NLS_V2","added_since_nls_step0_baseline","contract_or_audit_test","Step contract・停止・監査欠陥を検証","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","17081","5d3e7fe3857123aa81d57917a6a01f32b9c1349f02564f87fc068fab60a92a82"
"mashos-api/ai/tests/test_emlis_nls_v2_s10_s11_runtime_blocked.py","NLS_V2","added_since_nls_step0_baseline","contract_or_audit_test","Step contract・停止・監査欠陥を検証","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","6867","14eb14b77931cce1a9e7bbe83cfd9b51cd274eea9d4b5f03b8b069ffec8b4583"
"mashos-api/ai/tests/test_emlis_nls_v2_s12_s13_device_blocked.py","NLS_V2","added_since_nls_step0_baseline","contract_or_audit_test","Step contract・停止・監査欠陥を検証","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","14891","222ce7cd5c29bfc64668a2d1c04dab7cf0b60f811a790c5b79f41c3f79ece94c"
"mashos-api/ai/tests/test_emlis_nls_v2_s2_corpus_freeze.py","NLS_V2","added_since_nls_step0_baseline","contract_or_audit_test","Step contract・停止・監査欠陥を検証","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","6740","44b9484b338276a56ba93660e296c22dede0bb1927546af9a60573669eb27a45"
"mashos-api/ai/tests/test_emlis_nls_v2_s3_content_plan.py","NLS_V2","added_since_nls_step0_baseline","contract_or_audit_test","Step contract・停止・監査欠陥を検証","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","10247","f8e72c6c93be4de6ebf88cbd42b5e89992b3e124b6afc1220433a6aebdace61d"
"mashos-api/ai/tests/test_emlis_nls_v2_s4_candidate_plan.py","NLS_V2","added_since_nls_step0_baseline","contract_or_audit_test","Step contract・停止・監査欠陥を検証","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","9375","34b5768623751a440123fb5fc4c4eaeccb877e2cf7abbfec7a3d164244c90585"
"mashos-api/ai/tests/test_emlis_nls_v2_s5_surface_candidates.py","NLS_V2","added_since_nls_step0_baseline","contract_or_audit_test","Step contract・停止・監査欠陥を検証","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","11108","0f28601c2fe1a5e8a5500154df27ea6f8357c990d77905659cc85b2d1cc83b61"
"mashos-api/ai/tests/test_emlis_nls_v2_s6_candidate_selector.py","NLS_V2","added_since_nls_step0_baseline","contract_or_audit_test","Step contract・停止・監査欠陥を検証","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","6875","19b453caf30ae155449619e321eee1605a1f7204dfabefee628db2146d30ac63"
"mashos-api/ai/tests/test_emlis_nls_v2_s7_development_adjustment.py","NLS_V2","added_since_nls_step0_baseline","contract_or_audit_test","Step contract・停止・監査欠陥を検証","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","7325","3a61ab90df567a5f2e77a105228c6b6c7bc238714e0e9b22aa4e6994999afb66"
"mashos-api/ai/tests/test_emlis_nls_v2_s8_s9_holdout_evaluation.py","NLS_V2","added_since_nls_step0_baseline","contract_or_audit_test","Step contract・停止・監査欠陥を検証","offline_only_stopped。runtime ownerはv1。audit correctionをcurrent判定ownerとする","","","10043","05790abaa8b7ae127035047eda9c0af71a04d739f88c132ea225611f7fa1be24"
"mashos-api/ai/docs/Cocolon_EmlisAI_GroundedHumanReception_RR10_Representative4_ActualDeviceDirectionCheck_ImplementationResult_20260713.md","R8_RESPONSE_DEPTH","added_since_premise_snapshot","implementation_or_audit_document","RR0〜RR10の実装結果・検証・停止境界","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","9906","d306af56a6d8aab340b8425cac1ee84929f567e499c741b0f7eddb7119dced43"
"mashos-api/ai/docs/Cocolon_EmlisAI_GroundedHumanReception_RR8_RR9_LocalQA_KarenReadFeel_ImplementationResult_20260713.md","R8_RESPONSE_DEPTH","added_since_premise_snapshot","implementation_or_audit_document","RR0〜RR10の実装結果・検証・停止境界","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","8039","3fde1de56a6fd544edc4f121d8cf4b0d4f523908b20c5ebaf20425025d2e73b2"
"mashos-api/ai/services/ai_inference/emlis_ai_grounded_human_reception.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","production_owner","Opportunity・Depth・Move・Surface・Gate・return責任のR8修復","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","37261","a7621935b5b65423255b4e2dc7d7f5b2a1e5423dbb512678e9914b92ff82dcad","68110","a3db3804298ec4c78007faf245f898e64eafbaf04c640b78f2dc24434ffc2298"
"mashos-api/ai/services/ai_inference/emlis_ai_grounded_observation_gate.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","production_owner","Opportunity・Depth・Move・Surface・Gate・return責任のR8修復","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","56316","bf13930bf76b7b8232a35e481dae8604b70d9a1c07464275025191030d08eee9","80428","932b43a7b6dc5cd8d58ddeff3d7ba3bd5e044ba71858fd6b4f6fdde3b7656c2f"
"mashos-api/ai/services/ai_inference/emlis_ai_grounded_observation_plan.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","production_owner","Opportunity・Depth・Move・Surface・Gate・return責任のR8修復","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","148815","5c547baf7085826a22d51a3f3909dfd2e76928a8fa0a683b39e8d9f0753a1ccd","195294","b422093f907f3a825ec30f687f2f8b1d2688bf89950d9bc7436bfe0b5a67d177"
"mashos-api/ai/services/ai_inference/emlis_ai_grounded_sentence_surface.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","production_owner","Opportunity・Depth・Move・Surface・Gate・return責任のR8修復","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","114641","60ef44687ab30f303def782736260c60b6fd2aa31260eac17b56bf71a76cfae9","121073","e9679d31ee647fa34831def3917a9bc5b17ef5e725f5815635aa4fe3e6f875e0"
"mashos-api/ai/services/ai_inference/emlis_ai_reply_service.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","production_owner","Opportunity・Depth・Move・Surface・Gate・return責任のR8修復","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","13265","96a7df89fe6453dea719c8e4332a74e37a7c6f6f223321bd38a2315a4b756559","15846","a8b494ff6d14df771e3f1c17d7d516c8457daf17a9431a118f3b44088aff90b6"
"mashos-api/ai/tests/fixtures/grounded_human_reception_rr0_r8_freeze_20260712.json","R8_RESPONSE_DEPTH","added_since_premise_snapshot","body_free_freeze_or_receipt","RR0 freeze・RR8/9 receipt・RR10 readinessをbody-freeで固定","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","14724","50effce34dd001038f1547adf3227a301db296eb43ba638aa5af1efc4cb78e50"
"mashos-api/ai/tests/fixtures/grounded_human_reception_rr10_representative4_device_readiness_20260713.json","R8_RESPONSE_DEPTH","added_since_premise_snapshot","body_free_freeze_or_receipt","RR0 freeze・RR8/9 receipt・RR10 readinessをbody-freeで固定","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","7161","fdb7d67b075cb78cbb2e3cd0170d88fb489fccf22c80ef35a271329984a52f82"
"mashos-api/ai/tests/fixtures/grounded_human_reception_rr8_local_qa_receipt_20260713.json","R8_RESPONSE_DEPTH","added_since_premise_snapshot","body_free_freeze_or_receipt","RR0 freeze・RR8/9 receipt・RR10 readinessをbody-freeで固定","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","8078","fda39c36e551798c4f019dcb0e9a03b4de9f3b5ad669ef5c500cec5ba6e5aaee"
"mashos-api/ai/tests/fixtures/grounded_human_reception_rr9_karen_review_receipt_20260713.json","R8_RESPONSE_DEPTH","added_since_premise_snapshot","body_free_freeze_or_receipt","RR0 freeze・RR8/9 receipt・RR10 readinessをbody-freeで固定","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","8416","cbab31aa13d74ff5ed1e01c96807f2f160b15bedbe11b2d4e5361f304901db3d"
"mashos-api/ai/tests/GroundedHumanReception_RR0_RR1_Result_20260712.md","R8_RESPONSE_DEPTH","added_since_premise_snapshot","implementation_or_audit_document","RR0〜RR10の実装結果・検証・停止境界","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","7455","7957299f6d07ea3c6caeab445c4f30d083c7d619af0508761010ef64e427de40"
"mashos-api/ai/tests/GroundedHumanReception_RR2_RR3_Result_20260712.md","R8_RESPONSE_DEPTH","added_since_premise_snapshot","implementation_or_audit_document","RR0〜RR10の実装結果・検証・停止境界","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","8930","88228958cece37c6527dff76a96db3d76b3ee2b3af39533ce3bd3f8c12ea4db9"
"mashos-api/ai/tests/GroundedHumanReception_RR4_RR5_Result_20260712.md","R8_RESPONSE_DEPTH","added_since_premise_snapshot","implementation_or_audit_document","RR0〜RR10の実装結果・検証・停止境界","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","5998","243f8c671d34078104f600b661600af57b44c8b653022fcbe3a5b102875d4cce"
"mashos-api/ai/tests/GroundedHumanReception_RR6_RR7_Result_20260712.md","R8_RESPONSE_DEPTH","added_since_premise_snapshot","implementation_or_audit_document","RR0〜RR10の実装結果・検証・停止境界","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","5707","857cecc6a31dd17688b767ef7589ad9eadd23aba1fb97b43edfb333b154980c8"
"mashos-api/ai/tests/helpers/emlis_ai_grounded_human_reception_rr8_qa.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","test_helper","RR8 cohort QA helper","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","26047","fec794ce6d7288ab82f83bc1e62ecde29aa8eb1a8bff04fd7cb9c145c2a3c83e"
"mashos-api/ai/tests/local_only/grounded_human_reception_rr10_actual_device_evidence_template_20260713.json","R8_RESPONSE_DEPTH","added_since_premise_snapshot","local_only_body_full_artifact","RR8/9 QA・RR10 device用local-only body-full artifact","body-full local-only。RR10 actual device passやpublic metaではない","","","8770","b0be832a8e55238523620a99b1a282c4517c36bdb8afb481ac08698623a01241"
"mashos-api/ai/tests/local_only/grounded_human_reception_rr10_representative4_expected_packet_20260713.json","R8_RESPONSE_DEPTH","added_since_premise_snapshot","local_only_body_full_artifact","RR8/9 QA・RR10 device用local-only body-full artifact","body-full local-only。RR10 actual device passやpublic metaではない","","","8466","f4f03dd10088ad18a56e925a02a4aebd06e31b126c6c2230869d5e17c6d03576"
"mashos-api/ai/tests/local_only/grounded_human_reception_rr8_unseen12_20260713.json","R8_RESPONSE_DEPTH","added_since_premise_snapshot","local_only_body_full_artifact","RR8/9 QA・RR10 device用local-only body-full artifact","body-full local-only。RR10 actual device passやpublic metaではない","","","7891","d53740015a091898d776caec56d11517ff7d4aaf44c5a48172cde54ef3cb132d"
"mashos-api/ai/tests/local_only/grounded_human_reception_rr9_visible_packet_20260713.json","R8_RESPONSE_DEPTH","added_since_premise_snapshot","local_only_body_full_artifact","RR8/9 QA・RR10 device用local-only body-full artifact","body-full local-only。RR10 actual device passやpublic metaではない","","","14101","8f12108a1a5265852dce3d315d604b9e11eff0fe0c49dceaf02d4b8cf066c5b6"
"mashos-api/ai/tests/test_emlis_ai_gatea_ga2_contract.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","15802","a705df667c1adfb38891dce064ea7cdd4f512018c68630624d2c31bc99a5982a","16244","575a867bc2eafc157e14dee80630aaf1e17c20c59f4a8fb490a2367fdadb6dc0"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_r3_sentence_plan.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","11776","a73360f887ecdf2d5d8d784497aec6673f43ce96258994803ab5e467bbb436e4","12110","c0b55f6f9269a23fda7289d7531895de19c8b2c4bb5e012651587514fe9750ab"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_r4_surface.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","21368","2aabd5683ba587245e5ab338d4e2d253b3ff1defe223ae7ba732987f087bb0a8","21586","13dce98ddf49aed147c796b8241de292b3d332933b8a5c7567bae9105e462fb9"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_r5_gate.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","18444","d986e3e11d0e29bfe01221e3becd3204249e6ca1e96f14e8b92afcdb1da7bef0","19450","f7a65047531819e3f8901d8cf492ec7d1b87ff483d0d7b7b072bde20cbd35cce"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_r6_local_qa.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","21856","7d2844a7085153ed8d3dcb2441f292c18727ff3f930d1c3882a045aa62a985d6","19992","a7c2a264bcbcb156b0dbc4b1bd90c6563bb93f9d2eb9d74a5f25e0ae4327eaea"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_r7_representative4_device_ready.py","R8_RESPONSE_DEPTH","modified_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","19917","543b66cd1353126de45dc295397ca666e2b0b130798b40bcf9d82b6a37ad265c","20038","760e785a68cf6d1b1dff6ff8a76ccd41ab46d4c879d980a794d4a9561b807136"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_rr0_r8_freeze.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","8257","66c73cefb8e9630c6484a8c1a8888ee820aaf23031e3941cc8869b3ff7732915"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_rr1_depth_red.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","9821","e65287701e5e109f5d85c2d5c561296142c557cd0839c8295df3e20a9a886fb0"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_rr10_representative4_device_ready.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","52330","561b17740ad8d44b3595824b3c446e4c478b84cffbb4de9d3cc054ebde1ab338"
"mashos-api/ai/tests/test_emlis_ai_grounded_human_reception_rr2_opportunity_inventory.py","R8_RESPONSE_DEPTH","added_since_premise_snapshot","contract_or_audit_test","RR0〜RR10 contract・回帰・進行停止を検証","RR0〜RR9とRR10 readinessまで。RR10 actual deviceはnot_run、進行権限なし","","","9284","627769ce4b6442f5568e62defb7e77bc791acb5a61b81ddf01bb907a613500fb"
